comment,comment_type
What is Seattle's ranking for same sex households as compared with the rest of the US?,0
How many theater companies does Seattle have in residence?,0
What Seattle theater was built in 1926?,0
To what type of theater are the two dozen live venues in Seattle associated?,0
To what type of theater is Seattle second to New York?,0
How many equity theaters does Seattle have?,0
How old is Seattle's Symphony Orchestra?,0
In what venue does the Seattle symphony perform?,0
Where do the Seattle Opera and Pacific Northwest Ballet perform?,0
What structure was originally at site of the McCaw Hall?,0
What Seattle organization is one of the top ballet schools in the US?,0
What is Seattle's present nickname?,0
To what distinct feature of the area does Emerald City refer?,0
"Since Seattle is near Alaska, what is the city called?",0
From what company does Seattle get its nickname Jet City?,0
What did Seattle call itself at the time of the Goodwill Games?,0
What Seattle fair lasts 24 days?,0
What is Seattle's gay pride parade called?,0
How many Independence Day celebrations does Seattle have yearly?,0
When are Seafair events held in Seattle?,0
What is the focus of the Bumbershoot festival?,0
When did Seattle host the national Poetry Slam Tournament?,0
How often is the Seattle Poetry festival held?,0
How often does Seattle send to the National Poetry Slam?,0
To what style of poet does Seattle consider itself home?,0
What poetry festival was first held in 1997?,0
What genre of music are Nirvana and Soundgarden?,0
What type of musician is Bill Frisell?,0
What style of music does Sir Mix-a-Lot and Macklemore represent in Seattle?,0
What type of music do Foo Fighters and Harvey Danger perform?,0
Where did artists such as Hendrix and Sixx spend their early years?,0
When did the first art gallery open in Washington state?,0
What was the name of the first art museum in Washington?,0
When did The Seattle Art Museum open its doors?,0
"Besides the museums, what other art offering does SAM operate?",0
"Aside from publically operated museums, what other type of person galleries does Seattle offer?",0
What anime convention is held in Seattle?,0
What is focus of the Penny Arcade Expo?,0
How many bicyclists attend the Seattle to Portland Bicycle Classic?,0
What festival does Seattle have for the transgender community?,0
What is Seattle's festival for the Polish community?,0
What was the first American hockey team to win a Stanley Cup?,0
In what year did the Seattle Metropolitans win the Stanley Cup?,0
To where did Seattle's Baseball team relocate in 1969?,0
What was the new name of the Seattle team?,0
When did the Seattle Super Sonics win an NBA championship?,0
How many times have the Seattle Seahawks played in the World Series?,0
Who did the Seahawks beat to win the Super Bowl?,0
What team defeated the Seattle Seahawks to win Super Bowl XLIX?,0
What is the Seattle soccer club named?,0
With what team do the Sounders share Century Link Field?,0
What is Seattle thought to be politically?,0
What did the people of Seattle vote to legalize in 2012?,0
What other political hot issue did voters in Seattle vote to legalize in 2012?,0
 What do residents of Seattle believe in matters of religion?,0
How does Seattle compare in church attendance to the rest oF the US? ,0
How many people in Seattle vote Democratic?,0
For whom did the residents of Seattle vote in the 2012 presidential election?,0
What party members win most state and national legislative elections?,0
"Who was Seattle's , and the nation's, first female mayor?",0
What is the sex of the majority of Seattle's city council?,0
Of what Congressional district is Seattle a part?,0
Who is the representative for Seattle's district?,0
When was McDermott elected to office?,0
Who is the present mayor of Seattle?,0
To which states' election laws are Seattle's law and ballots similar?,0
What percentage of the Seattle population has a bachelor's degree?,0
What is the national average of obtaining a bachelor's degree?,0
How much of the Seattle population have high school diplomas?,0
What is the national average of high school diploma holding citizens?,0
How was Seattle ranked on literacy in 2005-2006?,0
What type of radio stations abound in Seattle?,0
What are KUOW and KPLU radio stations?,0
With what educational facility is KEXP-FM aligned?,0
What radio station is operated by the public school system?,0
Where has KEXP pioneered in Radio?,0
What is the Seattle newspaper as of 2010?,0
In what venue does the Seattle Post-Intelligencer publish?,0
In what year did the Seattle Post-Intelligencer  first publish?,0
What is the LGBT newspaper called?,0
Who sells the newspaper Real Change on the street?,0
What is Seattle's bus line called?,0
What service runs between South Lake Union and Westlake Center?,0
What organization runs the largest line of ferries in the US?,0
How does the Seattle ferry line compare to the rest of the world?,0
To what two islands does the ferry service connect?,0
What kind of hospital is Seattle Children's?,0
"Besides serving Washington, Idaho, and Montana, what northern state uses Seattle Children's?",0
In what neighborhood is the Fred Hutchington Cancer Research Center located?,0
Where is the Veterans Affairs Hospital located?,0
What entity operates Harborview?,0
In what year were the first streetcars used in Seattle?,0
What machine caused the end of city rail lines in Seattle?,0
When did the Tacoma-Seattle rail service end?,0
In what year did the Everett-Seattle rail lines cease?,0
The use of what caused the end of the use of streetcars in 1941?,0
What is mainly used for transportation in Seattle?,0
What road was built in 1953 and later damaged by an earthquake?,0
What is planned to replace the Alaska Way Viaduct?,0
What was the original projected cost of the viaduct replacement tunnel?,0
When is the tunnel now expected to be finished?,0
What educational institution is at home in Seattle?,0
What is the purpose of the University of Washington Outreach?,0
In what year did Time magazine choose Seattle Central Community College as community college of the year?,0
"Beside the public universities, what other type of institutions provide education in Seattle?",0
Where can a student find to study art in Seattle?,0
On what type of transportation system has Seattle begun to focus?,0
From what kind of transportation has Seattle been moving away?,0
What measure was passed by Seattle voters in 2006?,0
By what year do plans call for the completion of a rail line to Bellevue?,0
Which former mayor backed the expansion of rail lines from downtown to Ballard?,0
Which three processes does phychology recognize as memory?,0
What happens to information during the encoding process?,0
What is the second memory stage?,0
What is the third process that happens during the memory process?,0
Why may some memory retrieval processes fail?,0
What does short-term memory depend on?,0
What did conrad find about test subjects?,0
What does Conrads finding seem to mean?,0
What was Conrads deal with?,0
What is another name for short-term memory?,0
What exactly does short-term memory allow a person to do?,0
How much information can one store and recall in short-term memory?,0
How can one higher their memory capacity?,0
Why do some countries display numbers in chunks of two to four numbers?,0
Why can't some memories be held onto forever?,0
"If a memory that is stored in with long term-memories, how long can you possibly rememeber it?",0
What is the capacity of long term memory?,0
"If you knew a telephone number one week ago, but have forgotten it now, where was this memory stored?",0
What are some examples of units that short-term memory can be categorized in to?,0
Who performed a study in 1986 invovling a participant known as KF?,0
What did KF disprove during this study?,0
What did KF have trouble doing?,0
What did this study seem to conclude?,0
Which part of the brain does short-term memory seem to rely on?,0
Which part of the brain does long-term memory rely on?,0
How much information can the hippocampus store?,0
If the hippocampus doesn't store information what does it do?,0
How long does sensory  memory to to store information?,0
Can we control what is stored in our sensory memory?,0
Who did the first studies on exploring a new idea of sensory memory?,0
What did Spellings' findings reveal?,0
How does short term memory encode information?,0
How does long term memory encode information?,0
What is episodic memory?,0
"If someone where to recall a wedding they had went to a year before, which type of memory would be used?",0
What did Baddeleys test subjects have touble doing?,0
Why do infants and young childrens memories need to be assesed differently?,0
Can researchers study an infants or young childs memories?,0
How can a researcher study a childs memory?,0
What are some catgories of retrospective memory?,0
"If a memory is triggered by a time, which kind of memory is this?",0
What is something somebody can use to remember something?,0
"If Bob realized he needed to mail his mother a letter after seeing the postal office, which kind of memory did he trigger?",0
Was Hebb's thought of the relationship between short and long term memory true?,0
Which drugs seemed to help someone remember earlier events?,0
What relationship does excitement and memory share?,0
"Bob was in a car accident and couldn't remember his wifes name, what part of his brain could have been damaged?",0
Is it important to know how information is coded in the brain?,0
Have researchers learned anything studying plasticity?,0
What are the roles of Covergence-divergence zones?,0
What has most of the research on memories revolved around?,0
What do cognitive neuroscientists believe memory is?,0
What suggests that memory has two different components?,0
What showed that memory exists even before that memory is known to the person?,0
What is an engram trace?,0
What is another term for procedural memory?,0
If bob remembered how to bake a cake after seeing this on television what memory is he using?,0
What set of skills is reliant on procedural memory?,0
"If Bob does throws 15 more free throws than he did last week, how many more explicit memories has he gained?",0
"Which model explains why bob has an easier time reading a book, and then discussing it rather than reading two books?",0
Which concept is criticised for being unworthy and too broad?,0
Which part of memory allows us to go about our daily lives?,0
What do most elderly people worry about?,0
Is an eldery person with alzheimers having the same problem as a similar aged person experiencing memory loss?,0
Which part of the brain is associated with the memory loss an elderly person suffers?,0
Which memory is an elderly person helping by using appointment books?,0
Does a 6 month old have short term memory?,0
What age can an infabt recall steps in an order?,0
What part of a two step sequence can a 6 month old remember?,0
What part of the brain is not fully developed in infants which can cause the memory differences in ages?,0
"When remembering your first day of school or first dance, which memory are you using?",0
"When fondly remembering your memory, which type of memory are you using?",0
Which type of memory enables us to remember knowledge of the world?,0
Which type of memory is used when remembering something that we've seen?,0
What can cause your memory to deterioriate or not work as well?,0
Which hormones are produces when a animal is stressed out?,0
Who performed a study that involved having peoples hands in cold water while also memorizing words?,0
What did L. Schwabes and O. Wolfs study seem to conlcude?,0
What trouble can interference cause?,0
What is retroactive interference?,0
What is proactive interference?,0
What is a term used to describe being able to learn something quicker due to an older ability?,0
In 1960 did people believe an infant was able to remember things?,0
What is the minimum age researchers think a child begins to have memory?,0
Does a persons memory capacity increase with age?,0
Who has a better memory retention a 6 month old or a 9 month old?,0
What role does the amygdala play in memory?,0
Can you pin point certain areas of the brain to certain memories. ,0
What changes can be linked to learning and memory?,0
What is the hippocampus's relationship to memory?,0
Does it matter how long someone is exposed to stress to have an impact on their memory?,0
Whar does research show happens to blood glucorticoid levels during stressful events?,0
Can a unborn child face issues with stress than can affect their future abilities?,0
Do the people studied in different research perform as well after stress as they did before becoming in contact with stressful situations?,0
What neurons are damaged during stressful events?,0
What can make someone more prone to memory loss as they age?,0
What will a person often do with extremely stressful memories?,0
What is the cause of neuron loss due to stress?,0
Does sleep hurt a persons memory?,0
What does SWS stand for?,0
What take place during SWS?,0
What is the role of the neocortex whe it relates to memory?,0
In studies what is a relationship between sleeping and learning?,0
Can one increase their brain efficency?,0
What can a person do to increase their brain efficiency?,0
"In a study performed with 17 subjects, what relationship did healthy changes and brain efficiency have?",0
Do lifestyle changes definitely have an affect on long term memory?,0
What is a term to describe memory loss?,0
What diseases can have a major imact on memory?,0
What is Korsakoff's syndrome?,0
Is amnesia only seen in one form?,0
What happens to a person whose autobiographic memory is damaged?,0
Does excersice have any role on cognitive brain function?,0
What positive things can happen to your brain when you excersise?,0
Is a child who excercies likely to perform better in school?,0
What type of excercise has shown the best benefit for the brain?,0
What can impact memory performance in a positive way?,0
What can the scent of vanilla be used for?,0
What did a study performed by Schwabe and wolf show?,0
In Schwabe and wolfs study what where particpants asked to memorize?,0
In their study what was the relationship that both groups shared?,0
What can cause a person to have fake memories?,0
Who performed a study that showed the similarirty of imaginging doing something and then later remembering actually doing that task?,0
What did a similar study done by Garry find?,0
What has research shown about our memories?,0
How does a person build their memories?,0
What did a study done by Elizabeth Loftus and John palmer show?,0
"In their study what did people say they say when they really hadn't due to having the word ""smashed"" inserted into the 1?",0
What is the most widely used way in learing?,0
What does memorization mean?,0
What learning tool did Cosmos rosselliius write about?,0
What is the spacing effect?,0
What is the Zeigarnik effect?,0
When was the first federal population census taken in the US?,0
What were the two categories for race in the census?,0
Who all was identified by name in the house holds?,0
What were Indians categorized as after they were included as others?,0
When was the first US federal population census taken?,0
How were enumerators instructed to classify residents?,0
Was every resident listed by name?,0
Were all residents counted together or separately?,0
when did any changes to counting procedures  happen?,0
When did the US begin to take census?,0
At what point were all members of the household named on a census?,0
"Who were considered ""free people of color""?",0
What does mulatto mean?,0
Where would a Native American live to not be counted in the census?,0
The Census Bureau had gone from two categories to how many by the 1990s?,0
Why were there more immigrants in the US?,0
How had the Census Bureau changed its collection of data?,0
What is one of the many outcomes of the Census data?,0
"By 2002, what percent of African Americans had multiracial ancestries?",0
How many different ethnic categories were listed on the modern census?,0
Can people self identify as more than one ethnicity on the US census currently?,0
About how many African American have multiracial ancestries,0
Do some ethnic groups have concerns about census changes?,0
How is some federal assistance allocated to certain groups?,0
Twelve or more categories for race and ethnicity were in the Census by when?,0
When did laws allow for more immigrants?,0
How many African Americans identify as multiracial on the Census of 2002?,0
What type of federal assistance depends on Census data?,0
Americans with African ancestry have always been classified as what race?,0
What were slaves and others of African ancestry classified by what term?,0
Melungeons are generally classified as white but what are they genetically what other races?,0
"What did many with European ancetry ""marry white"" and want to be part of the white society?",0
Which Americans have been historically classified as African American or black?,0
What caused lower classification status for African Americans?,0
How did many multiracial Americans attain social and economic advantages?,0
What is the group called who are genetically sub Saharan and European but are classified as white?,0
What are some historical reasons multiracial Americans have been classified as black?,0
What is Melungeon?,0
"What does it mean to have ""marred white""?",0
What were slaves and Africans classified by?,0
What were those with Sub-Saharan African ancestory classified as?,0
When was there a period of formal racial segregation?,0
What is the effect of there no longer being a stigma on interracial marriage?,0
What has caused more people of mixed races to the US?,0
Why were Americans allowed to start checking more than one box to identify their race in the Census in 200?,0
Who was elected and was the first multiracial president of the United States?,0
Who was the first multiracial president elected in the US,0
When did the US begin to experience a growing multiracial identity movement?,0
When did the US census start to allow residents to mark more than one ethno-racial identity on the census form?,0
What has brought more mixed race people to the US?,0
"Who are ""mestizos""?",0
What was it once considered socially advantageous to do?,0
What is an example of the multiracial identity movement at work?,0
What does the first multiracial president identify as?,0
When did the census begin allowing multiple boxes to be checked?,0
When was an African American president elected?,0
What were put in place to prevent the mix of races?,0
Why did the anti-miscegenation not insure that there was no interracial mixing?,0
Where was there greater numbers of Latinos and Asian residents?,0
What races were prohibited from official relationships with whites?,0
When were the laws against marriage between Asians and Europeans lifted?,0
When were anti-miscegenation laws passed?,0
Did these laws change behavior of white slaveholders and other powerful white men?,0
Which region has greater numbers of Latino and Asian residents?,0
Were there any laws against marriage between whites and Asians in the US?,0
Were Latino residents also prohibited from marrying whites? ,0
"In the western US, who were not allowed to have relationships with whites?",0
When did laws stop banning marriage between whites and asians?,0
Who were taking slaves as concubines?,0
When did the numbers of free people of color increase dramatically?,0
How were the laws in New York abolished?,0
How long did it take for states like New York to abolish all slave laws?,0
Who in the south were urging their churches to free their slaves in the south?,0
When were the last slaves freed in New York state?,0
Who implored slaveholders to free their slaves?,0
What caused many slaveholder to free their slaves?,0
How much did the percentage of free people in the South change from 1782 to 1810?,0
When did the number of free people of color begin to increase in the North and South?,0
What is it called when it takes several years for slaves to be freed in a program?,0
The last slave in New York was freed when?,0
What caused Quaker and Methodist preachers to want to free slaves?,0
"In 1810, how many black people were considered free?",0
What caused many men to free slaves from 1782 to 1810?,0
What is the one-drop rule?,0
What did some courts call the one-drop rule?,0
What is a hypodesecnt rule?,0
When was the one-drop rule in effect?,0
What is the hypodescent rule?,0
Why were laws like the one drop rule enacted?,0
What made the one drop rule stricter than rules in the 19th century?,0
"In the early 1900s, what was did black mean in southern states?",0
"Prior to the 1900s, what was the socially accepted rule for racial interpretation?",0
What rule means multiracial people are given status of the socially subordinate group?,0
What was the rule used in law in the 1900s called?,0
What was the rule in the 1800s called?,0
Before the mid-20th century were people open about their muticultural heritage and why or why not?,0
Are all muticultural Americans aware of their cultural heritage?,0
Approximentally how many Americans identified themselves as multiracial in the 2010 US census?,0
"What is the accepted definition of ""multicultural"" ancestry?",0
Why did muticultural Americans hid their heritage?,0
Are all multicultural Americans aware of their heritage?,0
Which cultural do multicultural people usually identify with?,0
What are people most likely to identify themselves as?,0
Would DNA show a higher number or lower number of mutliracial people than those reported in the census?,0
What does it mean to be a mutliracial?,0
When did people stop hiding mutliracial heritage?,0
What occured from 1955 to 1968?,0
How much of the population identified as mixed race in the 2000s?,0
What is race sometimes seen as?,0
Who are descendents of various culturally distinct groups?,0
What does affect recent identification in many cases?,0
"Who were considered ""white Indians""?",0
"Who had Indigenous ""Country wives""?",0
"Who lived in native communities, speaking the language and participating in the affairs of tribes?",0
Why were some multiracial children sent to Europe?,0
Where were legal wives usually kept?,0
When could white women and black men be in a union?,0
Where did 80% of free people of color in NC come from?,0
What is Paul Heinegg?,0
What censuses did he study?,0
Who were not identified by name on the census before the civil war?,0
Who was Thomas Jefferson in a relationship with?,0
Not recognizing white fatherhood for multiracial slave children cause what to be lost?,0
Who will not reveal full ancestral data to mixed race people?,0
Who brought Christian missionaries to Hawaii?,0
What cause royal Hawaiian females to find themselves ugly?,0
What are some examples of how a noble person should look before Christians came?,0
What did westerners call the women of Hawaii?,0
When would white men marry the paler and thinner Hawaiian ladies?,0
Who are blamed in this paragraph for Jim Crow laws?,0
When did Virginia add the one drop rule to their laws?,0
What fact was ignored by enacting one-drop rule laws?,0
Why were laws limiting people of color passed?,0
What had popularity in the early 20th century that caused rising racial discrimination?,0
A person is not a member of a racial minority if ancetry does not what?,0
Who are consdered to have the most physical differences?,0
What are groups other than blacks considered to be?,0
Who says genetic tests can't tell the difference between different Native American nations?,0
What are geneticists looking for?,0
What is there genetic evidence of?,0
How do some mixed raced people feel?,0
How many racial choices are there on standardized tests?,0
How many race choices may someone check?,0
"What does the ""other"" box do?",0
When do mixed race individuals feel marginalized?,0
What usually played a larger role than laws regarding a person's race?,0
Where did people not ask about racial background?,0
What were the hallmarks of free citizens?,0
Whos acceptance decided inheritance issues?,0
The President's father is from what country?,0
What community still has some effects of slavery?,0
What must Africans who recently immigrated do?,0
Who argue for a term other than African American to describe recent immigrants?,0
When did multiracial people start to organize for more inclusive racial identifiers?,0
What was the response to the idea of identifying people as biracial or multiracial?,0
What could have cause loss of power via the use of the term biracial and multiracial?,0
Who are some of the opponents of biracial and multiracial as identifiers?,0
What determined a child's social identity?,0
What heritage system do Southeast tribes use?,0
What were multiracial children with a tribal mother considered to be in tribes of the Southeast?,0
What race did the Omaha view a multiracial child with a white father to be?,0
Who was a doctor?,0
Who was the doctor related to?,0
Who did the relative of the doctor marry?,0
Who met their husbands at the Hampton institute?,0
What tribe was Eastman related to?,0
Who said many African Americans have NAtive American heritage?,0
Who disproved Sherrel's hypothesis?,0
Who hosts a TV series on the genetic history of African Americans?,0
What jobs did the earliest Europeans who mingled with natives hold?,0
Who started marrying or having unions with native women after settlment increased?,0
Why did Chesapeake Bay colonists begin to buy slaves?,0
Who first imported slaves to New York?,0
Who freed some of the early slaves?,0
President Thomas Jefferson had a relationship with who?,0
What was the name of the Smithsonian-Monticello exhibit that discussed their relationship?,0
How long were Jefferson and Hemmings in a relationship?,0
Which child of Jefferson identified as black?,0
How much of the children of Jefferson and Hemmings were white?,0
"As an example, whose status was downgraded after the civil war?",0
Who were increasingly included as African Americans in the 20th century?,0
Where did most Chinese men enter the US?,0
Who imported Chinese laborers?,0
What cause wives to be unable to move to the US with their Chinese husbands after 1882?,0
What did racial bias generally mean for Chinese people?,0
What did Chinese laborers do after they left that line of work?,0
What office is responsible for the census form changes?,0
When did the OMB change racial guidelines for the census form?,0
When were the OMB racial directive made mandatory for every government form?,0
What did the OMB vote to allow on the 2000 census?,0
What was the result of a child having an African mother?,0
What is the rule that allows children with white fathers to be slaves?,0
Who was the first African American to gradute from Vassar College?,0
What makes a person mulatto?,0
What does a person have to have to be an octoroon?,0
Why did Steele think people were not attacking Barrack Obama?,0
What does Condoleeza Rice prefer to term people as?,0
What did President Sarkozy think Secretary of State Rice was?,0
Who is Charles Kenzie Steele Jr?,0
Why did Steele say what he did?,0
When was the wedding of Rolfe and Pocahontas?,0
What did English laws not exclude people with some native blood from being?,0
Who married Indigenous women early on?,0
Where did Rolfe marry Pocahontas?,0
Who was an ancestor of the First Families of Virginia?,0
What has helped geneologists researching slaves?,0
What were slaves usually not allowed to do?,0
What replaced written records for black families?,0
Who caused the Census Burea to drop the terms free people of color and mulatto?,0
When were the terms mulatto and free people of color taken off the census?,0
Who did colonists ask for help in returning runaway slaves?,0
When was a treaty with the Iroquis made to return slaves?,0
What asked for the return of slaves who married indigenous americans or spoke their language?,0
How did natives and Africans come to know each other?,0
Why did natives consider Africans to have a 'Great Medicine'?,0
What did the laws passed in the 17th century do?,0
What is the rule called that causes a father's race to not matter?,0
What did white fathers do after the American Revolution to provide for mixed children?,0
English common law generally said what?,0
What are many Latin American migrants?,0
What do latinos consider a light skinned mulatto to be?,0
Who is overlooking darker skinned latino multiracial people?,0
What does the typical latino in media look like?,0
"Before 1920, how would a person be white by law?",0
What year was mulatto left off the US Census?,0
Who is responsible for the Census Bureau discarding the mulatto category?,0
Who wrote an article in the New York Dail News about Obama?,0
What did David Ehrenstein call Obama in 2008?,0
What did Ehrenstein say Obama does for white people?,0
What was the title of Crouch's article?,0
"What does the ""mixture"" heading mean?",0
What year did the US Census write in response category have a code-listing?,0
Bi-racial would be coded as what?,0
How many race options were there?,0
What is considered to be neglected in American history?,0
When is it recorded that Africans and natives interacted earliest?,0
Where did Africans escape and mate with naitves?,0
Where did Ayllon lay down a Spanish colony?,0
How many slaves were at San Miguel de Gualdape at its inception?,0
What documentary features a white man in North Carolina?,0
Who is related to Bliss Broyard?,0
Gregory Howard Williams wrote what type of book?,0
When did people lobby for allowing more than one category to be selected on legal forms?,0
"How did the public react to the categories of ""bi-racial"" and ""multiracial""?",0
Which political leaders spoke out against the proposed designations?,0
What did they fear would happen?,0
Who married Sacagewea?,0
Who made up most unions between Europeans and natives?,0
What factor affected the ability of a child to be in a tribe?,0
What nations are considered matrilineal?,0
How could a white child be considered a member of the Omaha tribe?,0
What brought African Americans together?,0
Who made it next to impossible to learn about their heritage for African Americans?,0
Slaves were not allowed to do what?,0
What did Indigenous Americans not do that makes it difficult to trace their heritage?,0
What factors did not affect racial solidarity amoung African Americans?,0
What stock character lived with her white father until he left the picture?,0
Who was the first to use the tragic octoroon?,0
What story was written by Child in 1842?,0
What does the tragic octoroon point out?,0
Who used the figure of the tragic octoroon?,0
Who identified the active substance?,0
Who marketed epinephrine?,0
"As an inhaler, what was epinephrine used to treat?",0
Who developed the method to obtain epinephrine in a pure state?,0
What could epinephrine treat?,0
When did epinephrine stop being available in the United States?,0
What trade name was epinephrine marketed under?,0
Who developed the method to get epinephrine in it's pure form?,0
In what year was epinephrine discovered?,0
What was the trade name of epinephrine?,0
Who first discovered epinephrine?,0
What is epinephrine used to treat?,0
In what year was Primatene Mist no longer sold in the United States?,0
Who developed Amphetamine?,0
What are common side effects of Amphetamine?,0
When were tricyclic antidepressants developed?,0
What were some uses for Amphetamine?,0
Who synthesized Amphetamine for asthma?,0
Ephedrine was used as an oral medicine for what illness?,0
In what year was amphetamine first tested on asthma patients?,0
What was the trade name of amphetamine as a nasal decongestant?,0
In what year did the American Medical Association approve amphetamine for medical use?,0
In what decade were tricyclic antidepressants created?,0
What is diabetes caused from?,0
"Before insulin, what was the life expectancy of diabetics?",0
How can diabetes be induced in dogs?,0
Who discovered that pancreatic extract reversed symptoms of pancreas removal?,0
Why was insulin therapy delayed?,0
Diabetes is caused by the removal of what organ?,0
"Left untreated, how long were diabetic patients were expected to live?",0
What could be adjusted in a sample of pancreatic extract to produce purer insulin?,0
"To purify insulin, Banting and Best sought the assistance of what company?",0
Minkowski and von Mering did surgical tests on what animal?,0
What is phenobarbital used for?,0
What sleep aid was marketed in 1904?,0
What is amphetamine used for today?,0
Why was barbiturates and amphetamines restricted?,0
Who discovered a reaction that induced sleep in dogs?,0
What compound was discovered to induce sleep?,0
What was the first trade name of diethylbarbituric acid?,0
What is phenobarbital mainly used to treat today?,0
In what year was phenobarbital discovered?,0
What was Veronal used for when Bayer put it on the market?,0
Who developed Arsphenamine?,0
What was the first effective treatment for Syphilis?,0
What complications are associated with Syphilis?,0
What is Amphetamine's market name?,0
Where is the Institute of Experimental Therapy located?,0
What was the name of the first synthetic bacterial drug?,0
Bacterial infections could be treated with medicines containing what kind of dye?,0
Arsphenamine became the first treatment for what previously incurable disease?,0
In what year was arsphenamine discovered?,0
What was the commercial name of arsphenamine?,0
When was Morphine and Quinine first available?,0
Who was the compound named after?,0
Where were was Morphine extracted from?,0
Who is responsible for purification of compounds found in mineral sources?,0
Who came up with the name Morphine?,0
Morphine was named after what Greek god?,0
Burroughs-Wellcome is now part of what medical company?,0
Who discovered morphine?,0
What is the name of the plant that produces morphine?,0
Who received the Nobel Prize in Medicine in 1939?,0
Who is responsible for creating Prontosil?,0
What causes Streptococci?,0
Many deaths occurred before World War II due to what?,0
Prontosil is in what drug class?,0
What was the name of the first sulfonamine antibiotic?,0
What award did Domagk receive in 1939?,0
Anti-infective drugs became more prominent after what war?,0
Were sulfonamides more or less toxic than arsphenamine?,0
Streptococci and other pathogens could be treated by what type of antibiotics?,0
Who created the first rabies vaccine?,0
How many cases of Diphtheria were there in 1921?,0
"In 1923, what was discovered to be safer to treat Diphtheria Toxin?",0
Who created a vaccine to treat Japanese Encephalitis?,0
How many deaths occurred due to Diphtheria?,0
The rabies vaccine was created in what year?,0
In what year was the diphtheria vaccine made?,0
What compound made the diphtheria vaccine safer to use?,0
Who developed the first encephalitis vaccine? ,0
What company did Hilleman later work for?,0
What drug killed 100 people in 1937?,0
"Who manufactured ""Elixir Sulfanilamide""?",0
"What year did Congress pass the Federal Food, Drug, and Cosmetic Act?",0
What is Diethylene Glycol commonly used for now?,0
"What was one of the things the Federal Food, Drug and Cosmetic Act do?",0
What drug killed over 100 people in 1937?,0
What company manufactured Elixir Sulfanilamide? ,0
Diethylene glycol is mainly used today as what liquid?,0
What law did Congress pass following the Elixir Sulfanilamide incident?,0
"The name ""elixir"" implied a solution in what liquid?",0
When was the first effective treatment for Tuberculosis discovered?,0
What drug effectively treated Tuberculosis?,0
Who was Eli Lilly's work based off of?,0
Where was Tetracyclines discovered?,0
50% of tuberculosis-infected people died within 5 years where?,0
What was the first treatment for tuberculosis?,0
What percentage of patients infected with tuberculosis died within 5 years?,0
In what year was streptomycin discovered?,0
Many more antibiotics were made following the end of what war?,0
What company funded the research that led to the discovery of streptomycin?,0
When was the Polio vaccine created?,0
Who identified the SV40 virus?,0
What was a complication of the SV40 virus?,0
Who funded the Polio vaccine?,0
Who announced that SV40 was not associated with cancer?,0
In what year was the polio vaccine created?,0
Who created the polio vaccine?,0
What virus caused tumors in most mammals?,0
SV40 was present in what vaccine?,0
How much was the settlement GlaxoSmithKline agree to?,0
What was one of the causes of the health-care fraud case?,0
When did GlaxoSmithKline plead guilty?,0
What drugs were related to a kickback scheme?,0
What drugs were used for off-label uses?,0
In what year did GlaxoSmithKline pay a $3 billion dollar settlement?,0
How much was the largest healthcare fraud case in the US settled for?,0
What company was sued for promoting medicines for unlicensed uses and bribing doctors?,0
What is the speculation of the relationship between doctors and the drug industry?,0
What is the Physician Financial Transparency Report part of?,0
Where can you obtain information about the Sunshine Act?,0
What information is collected by Centers for Medicine & Medicaid Services?,0
When did Centers for Medicine & Medicaid Services have to start collecting information?,0
The Physician Financial Transparency Reports was part of what other act?,0
In what year were Medicaid and Medicare required to disclose information about their relationships with doctors and hospitals?,0
"Where can financial relationships between Medicaid, Medicare and pharmaceutical companies be found?",0
What is expected when the relationships are made public?,0
What disease had the biggest decline of deaths?,0
What period was the report issued in 1958 cover?,0
Who issued the report in 1958?,0
What were eight diseases examined for?,0
What was responsible for the decline in spreading diseases?,0
How much did the mortality rate of common bacterial infections decline between 1946-1955?,0
How much did the mortality rate of tuberculosis drop between 1946-1955?,0
Who issued a report describing the effects of antibiotic developments?,0
In what year was the FTC's report issued?,0
How much did treatment for each patient in Africa cost?,0
Who brought litigation to South Africa?,0
How many signatures were collected by MSF?,0
When was litigation brought to South Africa?,0
Who backed the South African government which caused the case to be dropped?,0
How many companies sued South Africa for its Medicines Act?,0
South Africa's Medicines Act allowed for the generic production of what kind of drugs?,0
How much did ARV drugs cost patients yearly?,0
How many signatures were collected supporting public health rights?,0
What Act forbade misbranded drugs?,0
What caused a Tetanus outbreak?,0
What act allowed premarket approval for drugs?,0
When did the Pure Food and Drugs Act get implemented?,0
Who restricted the federal government's enforcement powers?,0
What was the name of the law that required premarket approval for producing drugs?,0
What law banned the interstate distribution of mislabeled food and drugs? ,0
In what year was the Pure Food and Drugs Act passed?,0
Who adopted the Doha Declaration?,0
What did the TRIPS agreement accomplish?,0
Why are patents criticized?,0
What did the Doha Declaration do?,0
When was the Doha Declaration adopted?,0
What has been accused of reducing access to medicines in developing countries?,0
When did the World Trade Organization adopt the Doha Declaration?,0
The Doha Declaration allows for what ways for monopolies to be bypassed?,0
How much money was recovered through the False Claims?,0
What are some of the schemes used to defraud the health care system?,0
What is pharmaceutical fraud?,0
Who had the biggest fraud case settlement?,0
"What provision rewards ""whistle-blowers""?",0
What kind of fraud financially benefits a drug company?,0
Who is affected by pharmaceutical fraud?,0
How much money lost to pharmaceutical fraud was recovered in 2010?,0
Which act allows whistleblowers to recover money lost from pharmaceutical fraud?,0
What do ACE inhibitors do?,0
